id,Standard/Label Name,birthYear,deathYear,birthYearIsApprox,geographyISO,firstName,middleName,lastName,B & P Author Abbrev.,Name
49467,F. H. Webb,,,,,F.,H.,Webb,,"Webb, F. H."
4707,G. Weisenbeck,,,,DE,Georg,,Weisenbeck,,"Weisenbeck, Georg, Weissenbeck? q.v."
729,R. de Visiani,1800.0,1878.0,False,IT,Roberto,de,Visiani,Vis.,"Visiani, Roberto de, Roberto de Visiani"
410,E. H. F. Meyer,1791.0,1858.0,False,DE,Ernest,Heinrich Friedrich,Meyer,E. Mey.,"Meyer, Ernest Heinrich Friedrich, Ernest Heinrich Friedrich Meyer"
49748,W. P. Gibbons,,,,US,W.,P.,Gibbons,,"Gibbons, W. P."
12103,D. Villar,1745.0,1814.0,False,,Dominque,,Villar,,"Villar, Dominque"
19327,A. V. Petrova,,,,BG,A.,V.,Petrova,Petrova,"Petrova, A. V., A. V. Petrova"
13582,G. R. Howe,,,,US,George,R.,Howe,,"Howe, George R."
18328,J. P. J. Ravn,1866.0,1951.0,False,DK,J.,P. J.,Ravn,,"Ravn, J. P. J."
81475,Wilhelm,1758.0,1811.0,False,DE,Gottlieb,Tobias,Wilhelm,Wilh.,"Wilhelm, Gottlieb Tobias, Gottlieb Tobias Wilhelm"
69008,Audas,1872.0,1959.0,False,AU,James,Wales Claredon,Audas,Audas,"Audas, James Wales Claredon, James Wales Claredon Audas"
43542,D. Lumb,1871.0,1951.0,False,,Dennis,,Lumb,Lumb,"Lumb, Dennis, Dennis Lumb"
23169,A. M. Amer,,,,EG,Alaa,Mahgoub,Amer,,"Amer, Alaa Mahgoub"
5277,W. R. Hay,,,,AF,W.,R.,Hay,,"Hay, W. R."
89003,"L. M. Barbosa & N. A. Santos, Jr.",,,,BR,Luis,Mauro & Santos,Barbosa,L. M. Barbosa & N. A. Santos,"Barbosa, Luis Mauro & Santos, Nelson Augusto dos, Jr."
79403,L. C. Tiffany,,,,,Lois,C.,Tiffany,L. C. Tiffany,"Tiffany, Lois C., Lois C. Tiffany"
46686,J. W. Andresen,1925.0,,False,US,John,William,Andresen,Andresen,"Andresen, John William, John William Andresen"
82059,Hugo,1942.0,,False,,Loretta,,Hugo,Hugo,"Hugo, Loretta, Loretta Hugo"
74970,D. M. Gates,,,,US,David,M.,Gates,D. M. Gates,"Gates, David M., David M. Gates"
14411,Cheng-Yuan Yang,,,,CN,Cheng-Yuan,,Yang,,"Yang, Cheng-Yuan"
32293,T. O. Jurinskij,,,,,Tichon,Osipovic,Jurinskij,,"Jurinskij, Tichon Osipovic"
76803,Q. F. Zheng,1934.0,,False,CN,Qing-fang,,Zheng,Q. F. Zheng,"Zheng, Qing-fang, Qing-fang Zheng"
19174,T. Palmer (Australia),,,,AU,T.,,Palmer,,"Palmer, T."
41722,H. B. Kane,,,,US,Henry,B.,Kane,,"Kane, Henry B."
48844,Miss M. A. Nel,,,,ZA,M.,A.,Nel,,"Nel, Miss M. A."
39914,C. Iguago,,,,BO,C.,,Iguago,,"Iguago, C."
3015,C. H. Peck,1833.0,1917.0,False,US,Charles,Horton,Peck,Peck,"Peck, Charles Horton, Charles Horton Peck"
79924,J. Grüss,1860.0,1942.0,False,DE,Johannes,,Grüss,Grüss,"Grüss, Johannes, Johannes Grüss, Grüss, Johanns Matthäus"
16242,J. E. Reed,,,,ZA,J.,E.,Reed,,"Reed, J. E."
24311,C. Colden,1688.0,1776.0,False,US,Cadwallader,,Colden,,"Colden, Cadwallader"
37627,C. Landré,,,,SR,Ch.,,Landré,,"Landré, Ch."
83392,F. Chi,1972.0,,False,MX,Francisco,,Chi May,F. Chi,"Chi May, Francisco, Francisco Chi May"
71501,Gangla,,,,,Kusum,S.,Gangla,Gangla,"Gangla, Kusum S., Kusum S. Gangla"
75050,Kvitvik,,,,FI,Trond,Arne,Kvitvik,Kvitvik,"Kvitvik, Trond Arne, Trond Arne Kvitvik"
75166,Fryar,,,,,Sally,C.,Fryar,Fryar,"Fryar, Sally C., Sally C. Fryar"
3424,J. J. Mutimushi,,,,ZM,J.,J.,Mutimushi,,"Mutimushi, J. J."
42862,A. A. H. Léveillé,1863.0,1918.0,False,"CN, FR",Augustin,Abel Hector,Léveillé,,"Léveillé, Augustin Abel Hector, August, A. A. H. Léveillé"
31226,V. A. Vjazemskij,,,,,V.,A.,Vjazemskij,,"Vjazemskij, V. A."
90509,E. Butler,1851.0,1933.0,False,"JM, US",Eloise,,Butler,,"Butler, Eloise"
9268,A. P. Morgan,1836.0,1907.0,False,US,Andrew,Price,Morgan,Morgan,"Morgan, Andrew Price, Andrew Price Morgan"
26722,M. G. Duman,1906.0,1990.0,False,"CA, US",Maximillian,George,Duman,Duman,"Duman, Maximillian George, Maximillian George Duman, Rev. M. G. Duman"
19587,T. Cox,,,,US,Thuman,,Cox,,"Cox, Thuman"
18320,J. Low,,1852.0,,,James,,Low,,"Low, James"
15211,A. E. Kullberg,,,,AR,A.,E.,Kullberg,,"Kullberg, A. E."
34606,D. M. Brown,1898.0,,False,US,Dalton,Milford,Brown,,"Brown, Dalton Milford"
68713,Presley,1906.0,,False,,John,Thomas,Presley,Presley,"Presley, John Thomas, John Thomas Presley"
11135,T. A. de Neve,1881.0,,False,,Th.,A. de,Neve,,"Neve, Th. A. de"
42703,A. J. Shock,,,,US,A.,J.,Shock,,"Shock, A. J."
13397,J. R. Beaudry,1917.0,,False,CA,Jean,Romuald,Beaudry,Beaudry,"Beaudry, Jean Romuald, Jean R. Beaudry"
69911,A. Bishop,,,,,Ann,,Bishop,A. Bishop,"Bishop, Ann, Ann Bishop"
43868,G. S. Lawson,,,,DZ,G.,S.,Lawson,,"Lawson, G. S."
28200,M. Sonntagh,,,,,M.,,Sonntagh,,"Sonntagh, M."
43096,H. Hager,,,,AT,H.,,Hager,,"Hager, H."
16872,A. S. Margolin,,,,US,Abraham,Stanley,Margolin,,"Margolin, Abraham Stanley"
74405,Abdullah,,,,,Samir,K.,Abdullah,Abdullah,"Abdullah, Samir K., Samir K. Abdullah"
17799,A. Sibbald,,,,FR,A.,[= Archibald S. Sibbald?],Sibbald,,"Sibbald, A. = Archibald S. Sibbald?"
8004,B. Verhoeven,,,,NL,B.,,Verhoeven,,"Verhoeven, B."
64651,Kajimura,1935.0,,False,,Mitsuo,,Kajimura,Kajim.,"Kajimura, Mitsuo, Mitsuo Kajimura"
60102,Sharipova,,,,,B.,A.,Sharipova,Sharipova,"Sharipova, B. A., B. A. Sharipova"
35848,Restzova,,,,RU,Restzova,,,,Restzova
67546,Vobogdin,,,,,A.,G.,Vobogdin,Vobogdin,"Vobogdin, A. G., A. G. Vobogdin"
7792,E. P. Bicknell,1859.0,1925.0,False,US,Eugene,Pintard,Bicknell,E. P. Bicknell,"Bicknell, Eugene Pintard, Eugene Pintard Bicknell"
60794,Vaidehi,,,,,B.,K.,Vaidehi,Vaidehi,"Vaidehi, B. K., B. K. Vaidehi"
74989,Golenia,,,,,A.,,Golenia,Golenia,"Golenia, A., A. Golenia"
64236,Medagli,1951.0,,False,,Pietro,,Medagli,Medagli,"Medagli, Pietro, Pietro Medagli"
4676,A. F. Westerlund,,,,SE,A.,F.,Westerlund,,"Westerlund, A. F."
76022,Atchinson,1821.0,1875.0,False,,W.,S.,Atchinson,Atchinson,"Atchinson, W. S., W. S. Atchinson"
25762,H. L. Wright,,,,"NO, CH",Helen,L.,Wright,,"Wright, Helen L."
48263,F. E. V. Elfving,1854.0,,False,FI,Fredrik,Emil Volmar,Elfving,,"Elfving, Fredrik Emil Volmar"
65356,Corinaldi,1782.0,1847.0,False,,Giacomo,,Corinaldi,Corin.,"Corinaldi, Giacomo, Giacomo Corinaldi"
66839,Kobara,,,,,Takaaki,,Kobara,Kobara,"Kobara, Takaaki, Takaaki Kobara"
36137,J. E. Moxon,,,,,James,E.,Moxon,,"Moxon, James E."
72870,Dakin,,,,,J.,C.,Dakin,Dakin,"Dakin, J. C., J. C. Dakin"
45167,F. Sitensky,1851.0,1924.0,False,CZ,Frantisek,,Sitensky,,"Sitensky, Frantisek"
71015,W. F. B. Hofmeister,1824.0,1877.0,False,DE,Wilhelm,Friedrich Benedict,Hofmeister,Hofmeist.,"Hofmeister, Wilhelm Friedrich Benedict, Wilhelm Friedrich Benedict Hofmeister"
1947,F. R. Jeri,,,,,F.,R.,Jeri,Jeri,"Jeri, F. R., F. R. Jeri"
27446,Nasarov,1900.0,,False,,M.,,Nasarov,,"Nasarov, M."
37326,Berthoud-Coulon,,,,SR,Berthoud-Coulon,,,,Berthoud-Coulon
80412,J. A. McLaughlin,1924.0,,False,,John,J. Anthony,McLaughlin,J. A. McLaughlin,"McLaughlin, John J. Anthony, John J. Anthony McLaughlin"
79251,D. W. Chamberlain,1905.0,,False,,Donald,William,Chamberlain,D. W. Chamb.,"Chamberlain, Donald William, Donald William Chamberlain"
79068,R. Goeppinger,,,,,Robert,,Goeppinger,R. Goepp.,"Goeppinger, Robert, Robert Goeppinger"
80889,McIntire,1932.0,,False,,C.,David,McIntire,McIntire,"McIntire, C. David, C. David McIntire"
70113,O. Blau,1828.0,1879.0,False,"BA, IR, TR, DE",[Ernst],Otto [Friedrich Hermann],Blau,O. Blau,"Blau, Ernst Otto Friedrich Hermann, Ernst Otto Friedrich Hermann blau"
61951,A. R. Paul,,,,,A.,R.,Paul,A. R. Paul,"Paul, A. R., A. R. Paul"
16902,E. W. Chester,1939.0,,False,US,Edward,W.,Chester,,"Chester, Edward W."
86216,A. H. Seki,,,,TZ,A.H.,,Seki,,"Seki, A.H."
66298,Delacroix,1858.0,1907.0,False,FR,Édouard,Georges,Delacroix,Delacr.,"Delacroix, Édouard Georges, Édouard Georges Delacroix"
67455,Lunemann,1780.0,1830.0,False,DE,Georg,Heinrich,Lunemann,Lun.,"Lunemann, Georg Heinrich, Georg Heinrich Lunemann"
72931,J. Wolff,1844.0,1921.0,False,,Julius,,Wolff,J. Wolff,"Wolff, Julius, Julius Wolff"
26048,C. Lyons,,,,AU,C.,,Lyons,,"Lyons, C."
21763,V. Jacquemont,1801.0,1832.0,False,"FR, DO, HT",Victor,,Jacquemont,,"Jacquemont, Victor"
73003,G. Baumgartner,,,,CH,Gottlieb,,Baumgartner,G. Baumgartner,"Baumgartner, Gottlieb, Gottlieb Baumgartner"
1320,A. Karsch,1822.0,1892.0,False,DE,Anton,,Karsch,Karsch,"Karsch, Anton, Anton Karsch"
49780,A. Tabualewa,,,,FJ,Aloisio,,Tabualewa,,"Tabualewa, Aloisio"
49618,C. Berthe-Friedberg,,,,FR,C.,,Berthe-Friedberg,,"Berthe-Friedberg, C."
10782,E. Tufvesson,,,,SE,Elsa,,Tufvesson,,"Tufvesson, Elsa"
12092,Hemingway,,,,MG,Hemingway,,,,Hemingway
78175,Maneval,1877.0,1956.0,False,US,Willis,Edgar,Maneval,Maneval,"Maneval, Willis Edgar, Willis Edgar Maneval"
23499,F. North,,,,LK,Frederick,,North,,"North, Frederick"
18307,K. Tarp,,,,US,K.,,Tarp,,"Tarp, K."
46932,A. Séneca-Cardoso,,,,PT,Ana,,Séneca-Cardoso,,"Séneca-Cardoso, Ana"
28074,G. Lincecum,1793.0,1874.0,False,US,Gideon,,Lincecum,,"Lincecum, Gideon, Linsecum, Gideon, Linsecom, Gideon"
4359,B. Baradlai,,,,HU,B.,,Baradlai,,"Baradlai, B."
7263,C. E. Lundström,1882.0,,False,,Carl,Erik,Lundström,C. E. Lundström,"Lundström, Carl Erik, Carl Erik Lundström"
79148,J. W. G. Lund,1912.0,,False,,John,Walter Guerrier,Lund,J. W. G. Lund,"Lund, John Walter Guerrier, John Walter Guerrier Lund"
13615,W. Montelin,,,,SE,W.,,Montelin,,"Montelin, W."
86820,G. L. Robinson,1959.0,,False,"PE, BZ, MX, US",George,Leslie,Robinson,G. L. Rob.,"Robinson, George Leslie"
41261,V. Gonzalez,,,,MX,Valantin,,Gonzalez,,"Gonzalez, Valantin, Gonzalez, V."
6387,P. Joro,,,,MX,P.,,Joro,,"Joro, P."
75077,Companyo,1781.0,1871.0,False,FR,Jean,Baudile Louis,Companyo,Companyo,"Companyo, Jean Baudile Louis, Jean Baudile Louis Companyo-Languine"
19556,S. C. Wadmond,1871.0,,False,US,Samuel,Christensen,Wadmond,Wadmond,"Wadmond, Samuel Christensen, Samuel Christensen Wadmond"
82429,P. Landry,1951.0,,False,,Pierre,,Landry,P. Landry,"Landry, Pierre, Pierre Landry"
78910,M. S. Huang,,,,,M.,S.,Huang,M. S. Huang,"Huang, M. S., M. S. Huang"
60223,J. Brodie,,,,,Juliet,,Brodie,J. Brodie,"Brodie, Juliet, Juliet Bordie"
64928,W. H. Hodge,1912.0,,False,US,Walter,Hendricks,Hodge,Hodge,"Hodge, Walter Hendricks, Walter Henrdicks Hodge, Hodge, Walter Henricks"
81256,Roalson,1969.0,,False,US,Eric,Howard,Roalson,Roalson,"Roalson, Eric Howard, Eric Howard Roalson"
15987,C. Harold Wright,,,,FJ,Charles,Harold,Wright,,"Wright, Charles Harold"
87144,"C. C. Liao, T. Y. Liu, M. H. Chen & T. I. Liu",,,,CN,C.,C.,Liao,,"Liao, C. C., Liu, T. Y., Chen, M. H. & Liu, T. I."
416,H. G. A. Engler,1844.0,1930.0,False,"ID, DE",Heinrich,Gustav Adolf,Engler,Engl.,"Engler, Heinrich Gustav Adolf, Heinrich Gustav Adolf Engler"
23870,Gougerot,,,,,Gougerot,,,,Gougerot
21250,B. Juskiewica,1957.0,,False,PL,Barbara,,Juskiewica,,"Juskiewica, Barbara"
81091,Garofano,,,,,L.,,Garofano,Garofano,"Garofano, L., L. Garofano"
42681,W. Vortriede,,,,US,William,,Vortriede,,"Vortriede, William"
48973,E. G. Walker,,,,ZM,E.,G.,Walker,,"Walker, Miss E. G."
19420,J.-B. Castillón,1940.0,,False,"FR, MG",Jean-Bernard,,Castillon,J.-B. Castillon,"Castillon, Jean-Bernard, Jean-Bernard Castillon"
7875,L. H. Ramos,,,,CO,L.,H.,Ramos,,"Ramos, L. H."
23226,J. Vergara Vergara,1944.0,,False,CO,José,,Vergara Vergara,,"Vergara Vergara, José"
13393,R. E. Torrey,1887.0,1956.0,False,US,Ray,Ethan,Torrey,R. E. Torr.,"Torrey, Ray Ethan, Ray Ethan Torrey"
65624,Jowitt,,,,,John,F.,Jowitt,Jowitt,"Jowitt, John F., John F. Jowitt"
10759,L. Snelling,1879.0,1972.0,False,,Lilian,,Snelling,Snelling,"Snelling, Lilian, Lilian Snelling"
26045,L. Lillick,,,,,L.,,Lillick,,"Lillick, L."
249,O. K. Berg,1815.0,1866.0,False,DE,Otto,Karl,Berg,O. Berg,"Berg, Otto Karl, Otto Karl Berg"
18809,Stonkov,,,,,Stonkov,,,,Stonkov
35689,J. Nemec,1906.0,,False,CZ,Jaroslav,,Nemec,,"Nemec, Jaroslav"
44655,F. Nabelek,1884.0,1965.0,False,"SK, SY, IL, CZ",Frantisek,,Nabelek,Nábelek,"Nabelek, Frantisek, Frantisek Nabelek"
6606,C. J. J. Van Rensburg,1907.0,1958.0,False,ZA,Cornelius,Johannes Janse,Van Rensburg,,"Van Rensburg, Cornelius Johannes Janse"
12025,J. Amaral,,,,BR,J.,,Amaral,,"Amaral, J."
49556,Birongeng Liu,1936.0,,False,CN,Birongeng,,Liu,,"Liu, Birongeng"
15900,J. F. Olivier,,,,ID,J.,F.,Olivier,,"Olivier, J. F."
14313,C. Kohler,,,,,C.,,Kohler,C. Kohler,"Kohler, C., C. Kohler"
46476,G. Warren,,,,AU,G.,,Warren,,"Warren, G."
44334,A. Smith,,,,US,A.,,Smith,,"Smith, A."
7827,W. D. Barros,1916.0,1997.0,False,,W.,D.,Barros,,"Barros, W. D."
50406,W. J. Behrens,,1903.0,,"DZ, PT",Wilhelm,Julius,Behrens,,"Behrens, Wilhelm Julius"
79034,Bischler,1932.0,,False,"FR, CH",Helene,,Bischler,Bischl.,"Bischler, Helene, Helene Bischler"
25393,J. K. Brown,,,,JM,J.,King,Brown,,"Brown, J. King"
40966,A. Tiirikka,,,,FI,Aili,,Tiirikka,,"Tiirikka, Aili"
49589,C. E. Perkins,1851.0,1883.0,False,US,Charles,Edward,Perkins,,"Perkins, Charles Edward, Perkins, C. E."
74597,Economidou,,,,,Eva,,Economidou,Econ.,"Economidou, Eva, Eva Economidou"
77061,Tramier,,,,,R.,,Tramier,Tramier,"Tramier, R., R. Tramier"
73588,W. B. Liao,1963.0,,False,CN,Wen,Bo,Liao,W.B.Liao,"Liao, Wen Bo, Wen Bo Liao"
21855,T. Schafer,,,,AT,T.,,Schafer,,"Schafer, T."
66149,Michotte,1907.0,,False,,D.,,Michotte,Michotte,"Michotte, D., D. Michotte"
60910,D. W. H. Walton,1945.0,,False,,D.,W. H.,Walton,D. W. H. Walton,"Walton, D. W. H., D. W. H. Walton"
75614,A. X. Moreira,1920.0,,False,BR,Alvaro,Xavier,Moreira,A. X. Moreira,"Moreira, Alvaro Xavier, Alvaro Xavier Moreira"
88994,A. H. Millard,,,,MY,A.,H.,Millard,,"Millard, A. H."
8908,Tinney,,,,US,Tinney,,,,Tinney
7976,T. Peyron,,,,SE,T.,,Peyron,,"Peyron, T."
646,E. S.-C. Cosson,1819.0,1889.0,False,"TN, IT, MA, FR, DZ",Ernest,Staint-Charles,Cosson,Coss.,"Cosson, Ernest Staint-Charles, Cosson, Ernest, Ernest Staint-Charles Cosson"
71935,Yanagawa,,,,,M.,,Yanagawa,Yanagawa,"Yanagawa, M., M. Yanagawa"
78682,W. Kegel,,,,DE,Werner,,Kegel,W.Kegel,"Kegel, Werner, Werner Kegel"
78418,Ogihara,,,,,T.,,Ogihara,Ogihara,"Ogihara, T., T. Ogihara"
67608,J. H. Owen,,,,,John,H.,Owen,J. H. Owen,"Owen, John H., John H. Owen"
25344,G. A. Van Sickle,,,,CA,G.,A.,Van Sickle,,"Van Sickle, G. A."
1562,L. C. Beck,1798.0,1853.0,False,US,Lewis,Caleb,Beck,L. C. Beck,"Beck, Lewis Caleb, Lewis Caleb Beck"
40303,A. Pieters,,,,CG,A.,,Pieters,,"Pieters, A."
77982,G. C. Ruhle,,,,US,G.,C.,Ruhle,G. C. Ruhle,"Ruhle, G. C., G. C. Ruhle"
64710,Recocochea,,,,,M.,,Recocochea,Recoc.,"Recocochea, M., M. Recocochea"
63769,Rota-Rossi,,,,,Guido,,Rota-Rossi,Rota-Rossi,"Rota-Rossi, Guido, Guido Rota-Rossi"
66102,Gluge,,,,,G.,,Gluge,Gluge,"Gluge, G., G. Gluge"
38112,G. Goodby,,,,AU,G.,,Goodby,,"Goodby, G."
28938,B. Gudmundssön,,,,IS,Bjorn,,Gudmundssön,,"Gudmundssön, Bjorn"
5661,G. Y. Konechnaya,1951.0,,False,RU,G.,Yu.,Konechnaya,Konechn.,"Konechnaya, G. Yu., G. Yu. Konechnaya"
26873,M. Pulsford,,,,,Mary,,Pulsford,,"Pulsford, Mary"
75733,Somer,,,,,Paul,,Somer,Somer,"Somer, Paul, Paul Somer"
68163,Lutken,1827.0,1901.0,False,DK,Christian,Frederik,Lutken,Lutken,"Lutken, Christian Frederik, Christian Frederik Lutken"
23878,M. Aleffi,1951.0,,False,IT,Michele,,Aleffi,,"Aleffi, Michele"
28160,D. Zohary,1926.0,,False,"IR, IL",Daniel,,Zohary,D. Zohary,"Zohary, Daniel, Daniel Zohary"
60694,Fosteris,,,,,Stelian,,Fosteris,Fosteris,"Fosteris, Stelian, Stelian Fosteris"
76094,G. Gross,,,,,Gerhard,,Gross,G. Gross,"Gross, Gerhard, Gerhard Gross"
46424,R. Gassmann-Duvall,1946.0,,False,US,Renate,,Gassmann-Duvall,,"Gassmann-Duvall, Renate"
20783,L. Montez,,,,CH,Lola,,Montez,,"Montez, Lola"
88267,M. Barthel,,,,DE,Manfred,,Barthel,Barthel,"Barthel, Manfred, Manfred Barthel"
64141,Milovtzova,,,,,M.,A.,Milovtzova,Milovtz.,"Milovtzova, M. A., M. A. Milovtzova"
7877,A. Macedo,,,,MZ,A.,,Macedo,,"Macedo, A., José Margarido de Aguiar Macedo?, staff member at LM"
40683,H. Stenberg,,,,,Herman,,Stenberg,,"Stenberg, Herman"
65383,N. T. Johansson,1893.0,1939.0,False,,Nils,Thure,Johansson,N. T. Johanss.,"Johansson, Nils Thure, Nils Thure Johansson"
90790,H. Hoyos,,,,,H.,,Hoyos,,"Hoyos, H."
81153,A. Hassler,1904.0,1952.0,False,,Arne,,Hassler,A. Hassl.,"Hassler, Arne, Arne Hassler"
17768,Mrs. D. MacIntosh,,,,SD,D.,,MacIntosh,,"MacIntosh, Mrs. D."
1420,M. J. Bluff,1805.0,1837.0,False,DE,Mathias,Joseph,Bluff,Bluff,"Bluff, Mathias Joseph, Mathias Joseph Bluff"
64088,R. K. Salisbury,,,,,Robert,K.,Salisbury,R. K. Salisb.,"Salisbury, Robert K., Robert K. Salisbury"
43409,Prietzen,,,,DE,Prietzen,,,,Prietzen
68128,F. Tkany,1851.0,,False,CZ,Frantisek,,Tkany,F. Tkany,"Tkany, Frantisek, Frantisek Tkany"
77553,M. Fishbein,,,,US,Mark,,Fishbein,,"Fishbein, Mark"
16939,J. A. Magee,,,,US,John,A.,Magee,,"Magee, John A."
25815,W. B. Gruber,1903.0,1965.0,False,US,William,B.,Gruber,,"Gruber, William B."
40205,C. Crossland,,,,EG,C.,,Crossland,,"Crossland, C."
19392,S. L. Quiroz,,,,PE,S.,Llatas,Quiroz,,"Quiroz, S. Llatas"
65778,Bourreil,,,,,Pierre,,Bourreil,Bourreil,"Bourreil, Pierre, Pierre Bourreil"
7876,L. M. O'Flaherty,1941.0,,False,US,L.,M.,O'Flaherty,,"OFlaherty, L. M."
23050,G. Hutchinson,1950.0,,False,,George,,Hutchinson,,"Hutchinson, George"
23488,J. Sarukhan K.,,,,MX,José,,Sarukhan K.,,"Sarukhan K., José"
77581,A. S. Donkin,1828.0,1883.0,False,GB,Arthur,Scott,Donkin,Donkin,"Donkin, Arthur Scott, Arthur Scott Donkin"
77294,Zaim,,,,,M.,,Zaim,Zaim,"Zaim, M., M. Zaim"
28373,W. J. Cody,1922.0,2009.0,False,"CA, US",William,James,Cody,Cody,"Cody, William James, William James Cody"
62952,H. Heslop-Harrison,,1984.0,,,Helena,,Heslop-Harrison,H. Hesl.-Harr.,"Heslop-Harrison, Helena, Helena Heslop-Harrison"
20323,M. Toom,1935.0,,False,EE,Maie,,Toom,,"Toom, Maie"
23000,Xin X. Li,1940.0,,False,CN,Xin,xian,Li,,"Li, Xin xian"
40846,J. Dickenson,,,,BM,John,,Dickenson,,"Dickenson, John"
18681,D. Smith,,,,BR,Dorrien,,Smith,,"Smith, Dorrien (Miss)"
9728,H. A. Jensen,,,,US,H.,A.,Jensen,,"Jensen, H. A."
24249,Thomas King,1834.0,,False,CL,Thomas,,King,,"King, Thomas"
4334,B. Fleischer,1847.0,1913.0,False,CZ,Bohumil,,Fleischer,B. Fleisch.,"Fleischer, Bohumil, Bohumil Fleischer"
47233,B. J. Simpson,1928.0,1996.0,False,US,Benny,J.,Simpson,,"Simpson, Benny J., Benny J. Simpson"
81104,Ballero,,,,,Mauro,,Ballero,Ballero,"Ballero, Mauro, Mauro Ballero"
36751,A. F. Spiessen-Winkel,,,,DE,A.,F. [Freiherr von],Spiessen-Winkel,,"Spiessen-Winkel, A. F. Freiherr von"
39445,H. Demiriz,1920.0,,False,TR,Hüsnü,,Demiriz,Demiriz,"Demiriz, Hüsnü, Husnu Demiriz"
38590,F. A. W. Thomas,1840.0,1918.0,False,DE,Friedrich,August Wilhelm,Thomas,F. Thomas,"Thomas, Friedrich August Wilhelm, Friedrich August Wilhelm Thomas"
43120,F. E. Corne,,,,US,F.,E.,Corne,,"Corne, F. E., Miss"
25485,H. Jacques,,,,BE,H.,,Jacques,,"Jacques, H."
3650,B. H. M. Nijalingappa,1941.0,,False,"IN, AU",Bennur,Hire Mathad,Nijalingappa,Nijal.,"Nijalingappa, Bennur Hire Mathad, Bennur Hire Mathad Nijalingappa"
14172,Seidensticker,,,,"IT, ES, MA",Seidensticker,,,,Seidensticker
62875,Gautier,1841.0,1911.0,False,FR,Maria,Clement Gaston,Gautier,Gaut.,"Gautier, Maria Clement Gaston, Maria Clement Gaston Gautier"
62179,Pati,,,,IN,B.,R.,Pati,Pati,"Pati, B. R., B. R. Pati"
32430,J. L. Huang,1964.0,,False,CN,Jing-ling,,Huang,,"Huang, Jing-ling"
64541,Pilbeam,,,,,J.,,Pilbeam,Pilbeam,"Pilbeam, J., J. Pilbeam"
37897,K. Kauer,,,,FR,K.,,Kauer,,"Kauer, K."
7085,H. G. Vevers,,,,"IS, GL",Henry,Gwynne,Vevers,,"Vevers, Henry Gwynne, Vevers, H. G."
41809,E. J. A. Gadeceau,1845.0,1928.0,False,FR,Emile,Jules Arthur,Gadeceau,,"Gadeceau, Emile Jules Arthur"
72027,K. A. Robson,,,,CA,Kathleen,A.,Robson,K. A. Robson,"Robson, Kathleen A., Kathleen A. Robson"
5633,O. Moller,1876.0,1945.0,False,"SE, DK",Otto,,Moller,,"Moller, Otto"
24887,E. L. Breton,,,,US,E.,L.,Breton,,"Breton, E. L."
19942,E. H. Henrotay,,,,BE,E.,H.,Henrotay,,"Henrotay, E. H."
4643,Van Grunderbeck,,,,CG,Van,,Grunderbeck,,Van Grunderbeck
9416,C. Boutelou,1774.0,1842.0,False,ES,Claudio,,Boutelou,C. Boutelou,"Boutelou, Claudio, Claudio Boutelou"
33313,A. Génin,,,,MX,Auguste,,Génin,,"Génin, Auguste"
64960,Réveil,1821.0,1865.0,False,FR,Oscar,,Reveil,Réveil,"Reveil, (Pierre) Oscar, (Pierre) Oscar Réveil"
81208,Beunet,,,,,A.,W.,Beunet,Beunet,"Beunet, A. W., A. W. Beunet"
79458,Dinand,1865.0,,False,DE,August,Paul,Dinand,Dinand,"Dinand, August Paul, August Paul Dinand"
44694,D. K. McAlpine,1972.0,,True,AU,D.,K.,McAlpine,,"McAlpine, D. K."
27193,J. R. Welch,,,,TZ,J.,R.,Welch,,"Welch, J. R."
61765,J. H. Pierce,1912.0,,False,,John,Hewett,Pierce,Pierce,"Pierce, John Hewett, John Hewett Pierce"
10850,C. W. Franck,1871.0,1950.0,False,"NO, DK, ID, DE, TH",C.,W.,Franck,,"Franck, C. W."
24376,S. Y. Katip,,,,PE,Salomón,Yuyúa,Katip,,"Katip, Salomón Yuyúa, Katip, Salomón, Yujna Katip, Salomón, Katip, Salomón Jujúa"
75951,A. Chandra,,,,,Aindrila,,Chandra,A. Chandra,"Chandra, Aindrila, Aindrila Chandra"
35071,Tanant,,,,CN,Tanant,,,,Tanant
83393,Guilmot,1818.0,1885.0,False,,Gustave,,Guilmot,Guilmot,"Guilmot, Gustave, Gustave Guilmot"
78675,M. L. Merriman,,,,,Mabel,L.,Merriman,M. L. Merriman,"Merriman, Mabel L., Mabel L. Merriman"
35800,L. B. C. Trotter,1882.0,1964.0,False,"BE, IT, FI, CH, FR",Leslie,Batten Currie,Trotter,,"Trotter, Leslie Batten Currie"
81285,Stanley,1952.0,,False,AU,Trevor,Donald,Stanley,Stanley,"Stanley, Trevor Donald, Trevor Donald Stanley"
62598,Irlet,,,,,B.,,Irlet,Irlet,"Irlet, B., B. Irlet"
23724,J. Vermeulen,,,,ID,J.,,Vermeulen,,"Vermeulen, J."
42336,Rev. G. R. Leathes,1779.0,1836.0,False,,George,Reading,Leathes,,"Leathes, Rev. George Reading"
9554,L. D. Howard,1950.0,,False,US,Lauren,D.,Howard,,"Howard, Lauren D."
67058,MacAdam,,,,,Raymond,B.,MacAdam,MacAdam,"MacAdam, Raymond B., Raymond B. MacAdam"
81962,De Larambergue,,,,,De,,Larambergue,De Laramb.,"De Larambergue,, De Larambergue"
